,Nb_Ph.,Ph_calls,Dur.,Nb_con_obj,Mo,Nb_people.,age,Salary,Y
319,3.0,5.0,139.0,13.0,116.0,2.0,23.0,76000.0,88.86375347611866
320,3.0,7.0,113.0,10.0,85.0,3.0,22.0,89000.0,45.414156116105225
321,3.0,14.0,183.0,13.0,119.0,2.0,19.0,61000.0,184.7333991938691
322,3.0,13.0,135.0,9.0,206.0,2.0,24.0,46000.0,127.30125819929438
323,3.0,2.0,97.0,15.0,204.0,2.0,31.0,67000.0,31.611595741311703
324,2.0,5.0,70.0,10.0,179.0,1.0,30.0,81000.0,80.63904358013636
325,3.0,5.0,54.0,13.0,198.0,2.0,28.0,79000.0,92.42776857810298
326,3.0,12.0,69.0,18.0,104.0,2.0,33.0,51000.0,-57.999546391777706
327,3.0,26.0,170.0,7.0,27.0,2.0,27.0,104000.0,153.6092255695175
328,2.0,2.0,6.0,9.0,190.0,2.0,25.0,71000.0,-10.675466839977972
329,3.0,4.0,115.0,10.0,110.0,1.0,26.0,35000.0,-176.81903837171092
330,3.0,6.0,154.0,3.0,165.0,3.0,29.0,64000.0,74.34591986059394
331,4.0,18.0,22.0,8.0,120.0,2.0,24.0,65000.0,-30.67277064347345
332,3.0,12.0,38.0,6.0,97.0,2.0,25.0,55000.0,-129.75259406466162
333,3.0,11.0,110.0,8.0,149.0,2.0,29.0,76000.0,88.64671802205501
334,3.0,11.0,165.0,11.0,90.0,1.0,26.0,32000.0,-144.0289074507871
335,3.0,10.0,82.0,13.0,181.0,2.0,20.0,79000.0,202.15395561932985
336,3.0,12.0,128.0,18.0,86.0,2.0,26.0,72000.0,56.8935172268647
337,3.0,23.0,86.0,9.0,60.0,2.0,27.0,71000.0,33.45801538657733
338,3.0,1.0,36.0,9.0,112.0,3.0,32.0,70000.0,-192.46329617459094
339,3.0,23.0,106.0,14.0,163.0,1.0,26.0,85000.0,229.37066543518188
340,3.0,15.0,86.0,16.0,87.0,2.0,27.0,48000.0,19.398551179604603
341,3.0,33.0,119.0,9.0,62.0,1.0,29.0,59000.0,90.19403360460913
342,3.0,3.0,41.0,15.0,111.0,1.0,26.0,49000.0,-110.94284568513751
343,3.0,5.0,84.0,4.0,86.0,2.0,31.0,60000.0,-90.50538169255059
344,3.0,9.0,112.0,16.0,28.0,2.0,29.0,66000.0,-69.76695353272194
345,3.0,6.0,107.0,11.0,97.0,2.0,29.0,53000.0,-124.81359737824236
346,3.0,6.0,144.0,11.0,162.0,2.0,24.0,99000.0,237.2070523209376
347,3.0,11.0,79.0,9.0,67.0,2.0,31.0,62000.0,-80.30508614810786
348,2.0,22.0,116.0,1.0,52.0,3.0,28.0,92000.0,35.84542484976018
349,3.0,26.0,152.0,5.0,91.0,1.0,27.0,47000.0,160.52741085017362
350,3.0,23.0,49.0,5.0,142.0,3.0,25.0,69000.0,98.37275790377488
351,4.0,11.0,81.0,5.0,94.0,2.0,41.0,42000.0,-154.1019286745485
352,4.0,10.0,153.0,13.0,113.0,1.0,29.0,36000.0,-35.56775885495504
353,3.0,15.0,106.0,10.0,99.0,2.0,24.0,56000.0,47.55390342806804
354,3.0,9.0,75.0,16.0,69.0,1.0,27.0,44000.0,-162.66147324453348
355,3.0,5.0,34.0,15.0,88.0,2.0,24.0,74000.0,-67.78985252258711
356,4.0,21.0,87.0,11.0,43.0,2.0,29.0,102000.0,70.70112877013658
357,3.0,16.0,107.0,13.0,67.0,2.0,19.0,98000.0,43.47914590129303
358,3.0,3.0,101.0,16.0,53.0,2.0,31.0,108000.0,-13.373583534903446
359,3.0,29.0,115.0,8.0,62.0,3.0,26.0,76000.0,160.3354355653628
360,3.0,7.0,74.0,15.0,166.0,2.0,32.0,64000.0,21.525073944271877
361,3.0,13.0,105.0,15.0,131.0,2.0,31.0,98000.0,270.43936553169476
362,3.0,9.0,126.0,5.0,141.0,2.0,27.0,64000.0,-94.21900934586623
363,3.0,30.0,64.0,17.0,121.0,2.0,31.0,79000.0,171.3270066643129
364,3.0,12.0,150.0,5.0,40.0,2.0,37.0,92000.0,10.045263119407082
365,3.0,4.0,139.0,9.0,36.0,1.0,24.0,76000.0,-135.44893666171453
366,3.0,3.0,131.0,12.0,110.0,2.0,32.0,86000.0,-21.411202736383743
367,4.0,9.0,38.0,12.0,136.0,2.0,25.0,60000.0,-95.36676920025425
368,3.0,24.0,54.0,12.0,80.0,2.0,29.0,48000.0,0.6703338361003262
369,3.0,7.0,80.0,19.0,80.0,2.0,35.0,86000.0,-22.97352965298449
370,3.0,3.0,103.0,18.0,81.0,2.0,25.0,80000.0,-50.318669399265275
371,3.0,4.0,73.0,5.0,59.0,2.0,29.0,52000.0,-72.21539862229784
372,3.0,20.0,56.0,8.0,116.0,1.0,26.0,85000.0,4.694197544256028
373,3.0,13.0,97.0,12.0,87.0,2.0,25.0,78000.0,14.271537290438662
374,2.0,4.0,111.0,5.0,149.0,2.0,33.0,81000.0,34.605540726511535
375,3.0,14.0,7.0,16.0,140.0,2.0,30.0,63000.0,-90.37618721091994
376,4.0,2.0,54.0,8.0,160.0,2.0,22.0,70000.0,-4.194307486757424
377,2.0,5.0,100.0,16.0,93.0,2.0,28.0,65000.0,-70.66730072200949
378,3.0,10.0,143.0,4.0,141.0,2.0,21.0,69000.0,97.24002361121141
379,2.0,16.0,78.0,4.0,80.0,2.0,33.0,48000.0,-79.09453677434635
380,3.0,28.0,23.0,16.0,126.0,3.0,27.0,77000.0,137.52968900836356
381,2.0,4.0,112.0,17.0,122.0,2.0,26.0,75000.0,24.552495208434088
382,2.0,9.0,103.0,7.0,175.0,3.0,34.0,108000.0,191.74728860342455
383,3.0,9.0,114.0,8.0,79.0,2.0,32.0,64000.0,-47.1974671625909
384,3.0,5.0,100.0,17.0,139.0,2.0,28.0,63000.0,106.77933332938298
385,3.0,7.0,95.0,12.0,44.0,2.0,28.0,75000.0,-97.44135400717335
386,3.0,19.0,76.0,7.0,68.0,1.0,28.0,84000.0,-76.52149386653224
387,3.0,5.0,118.0,8.0,76.0,2.0,27.0,59000.0,-96.300798053904
388,3.0,10.0,11.0,11.0,136.0,3.0,18.0,62000.0,-89.33983489399213
389,4.0,21.0,77.0,12.0,78.0,2.0,21.0,45000.0,-16.51977908785029
390,3.0,2.0,123.0,10.0,89.0,2.0,23.0,73000.0,-29.362235434311792
391,3.0,16.0,78.0,9.0,95.0,2.0,31.0,60000.0,67.25411151129558
392,3.0,2.0,90.0,12.0,133.0,2.0,29.0,72000.0,-4.299078321405213
393,3.0,11.0,43.0,8.0,177.0,3.0,27.0,33000.0,-72.49284159012689
394,3.0,7.0,144.0,22.0,80.0,2.0,23.0,78000.0,91.65781829487435
395,3.0,16.0,89.0,6.0,46.0,2.0,29.0,39000.0,-88.62687012051683
396,3.0,33.0,79.0,12.0,118.0,3.0,21.0,46000.0,139.16298376763515
397,3.0,11.0,21.0,11.0,188.0,2.0,27.0,81000.0,76.52014826774739
398,3.0,2.0,109.0,16.0,203.0,2.0,28.0,93000.0,134.9030257018684
399,3.0,22.0,80.0,10.0,178.0,2.0,25.0,55000.0,58.74831466101391
400,4.0,3.0,108.0,11.0,97.0,3.0,33.0,77000.0,-4.260038890668989
401,3.0,2.0,174.0,12.0,172.0,2.0,32.0,114000.0,364.099791012698
402,3.0,2.0,153.0,16.0,13.0,2.0,30.0,43000.0,-155.51837970268127
403,3.0,15.0,125.0,10.0,181.0,3.0,25.0,60000.0,130.12566072945987
404,3.0,16.0,145.0,17.0,75.0,3.0,21.0,28000.0,-60.337177464353495
405,4.0,10.0,146.0,9.0,154.0,2.0,28.0,60000.0,-3.4106704084728783
406,3.0,1.0,123.0,10.0,92.0,1.0,30.0,45000.0,-133.19097372528884
407,3.0,3.0,208.0,12.0,81.0,2.0,29.0,88000.0,136.8469282802898
408,3.0,10.0,88.0,11.0,103.0,2.0,24.0,87000.0,-96.39110802524365
409,3.0,37.0,85.0,13.0,92.0,2.0,24.0,96000.0,266.43385458644116
410,2.0,22.0,122.0,10.0,145.0,2.0,31.0,53000.0,101.06083072883774
411,3.0,17.0,186.0,11.0,64.0,2.0,31.0,98000.0,100.61586875091137
412,3.0,16.0,139.0,14.0,125.0,2.0,26.0,70000.0,147.93363689992407
413,4.0,21.0,98.0,13.0,117.0,2.0,36.0,40000.0,53.57201630345817
414,2.0,11.0,111.0,9.0,116.0,2.0,25.0,100000.0,147.85038378979777
415,3.0,5.0,167.0,14.0,154.0,3.0,26.0,49000.0,143.56384142401734
416,2.0,14.0,35.0,3.0,15.0,1.0,33.0,81000.0,-176.80726161573747
417,3.0,22.0,158.0,11.0,39.0,2.0,29.0,63000.0,101.72254040610595
418,2.0,9.0,76.0,13.0,40.0,2.0,29.0,49000.0,-164.96761402520946
419,3.0,8.0,128.0,12.0,63.0,2.0,29.0,28000.0,-54.66103908677806
420,3.0,16.0,164.0,10.0,34.0,2.0,24.0,77000.0,2.254306691353449
421,3.0,19.0,69.0,13.0,173.0,1.0,30.0,80000.0,170.7170852269018
422,3.0,8.0,113.0,10.0,132.0,2.0,27.0,40000.0,-14.29233266757327
423,4.0,13.0,52.0,4.0,30.0,2.0,23.0,56000.0,-386.0035844497712
424,3.0,3.0,105.0,14.0,87.0,2.0,31.0,78000.0,-39.349476613445475
425,3.0,21.0,206.0,15.0,30.0,2.0,26.0,62000.0,102.96421692809814
426,3.0,7.0,150.0,11.0,100.0,1.0,29.0,84000.0,108.95929339201108
427,3.0,22.0,110.0,15.0,178.0,3.0,28.0,65000.0,219.96835751957883
428,3.0,28.0,70.0,9.0,112.0,3.0,26.0,94000.0,132.3291947132964
429,3.0,15.0,21.0,6.0,107.0,2.0,31.0,77000.0,-103.13695552594746
430,3.0,1.0,162.0,12.0,185.0,3.0,23.0,77000.0,180.81575193869648
431,4.0,15.0,140.0,11.0,140.0,3.0,22.0,57000.0,79.72763149566279
432,2.0,23.0,103.0,16.0,120.0,2.0,30.0,82000.0,216.7031653422026
433,3.0,6.0,117.0,15.0,80.0,3.0,24.0,110000.0,76.50531259819643
434,3.0,16.0,142.0,9.0,72.0,2.0,28.0,59000.0,16.611700043905653
435,2.0,23.0,72.0,6.0,261.0,2.0,31.0,81000.0,296.34677574556565
436,4.0,2.0,108.0,15.0,165.0,2.0,30.0,56000.0,-27.15584138428676
437,3.0,11.0,52.0,14.0,114.0,2.0,29.0,81000.0,38.24384231038124
438,2.0,4.0,166.0,14.0,99.0,1.0,27.0,57000.0,26.21171408360803
439,2.0,20.0,139.0,8.0,115.0,1.0,23.0,53000.0,88.39589095526573
440,3.0,6.0,160.0,16.0,112.0,3.0,21.0,75000.0,-15.995597548303422
441,2.0,9.0,15.0,8.0,222.0,2.0,23.0,40000.0,-61.28946819195828
442,3.0,8.0,125.0,14.0,98.0,3.0,31.0,70000.0,-47.87226739250228
443,3.0,17.0,140.0,12.0,27.0,2.0,27.0,88000.0,40.62261055244559
444,4.0,3.0,66.0,2.0,123.0,2.0,29.0,57000.0,-51.429515251219385
445,3.0,11.0,174.0,16.0,140.0,2.0,31.0,46000.0,86.0350762510385
446,3.0,27.0,81.0,8.0,113.0,2.0,29.0,87000.0,140.19875011004171
447,2.0,2.0,95.0,18.0,97.0,2.0,24.0,32000.0,-198.9514019008489
448,4.0,17.0,106.0,2.0,130.0,2.0,25.0,53000.0,10.076530328873321
449,4.0,24.0,49.0,10.0,27.0,2.0,26.0,50000.0,-139.42296554020814
450,2.0,16.0,91.0,14.0,129.0,2.0,30.0,38000.0,-104.94736989493272
451,4.0,9.0,37.0,6.0,50.0,2.0,34.0,50000.0,-207.48133067938366
452,2.0,11.0,17.0,8.0,70.0,2.0,30.0,52000.0,-176.72444262580325
453,3.0,6.0,153.0,9.0,128.0,2.0,19.0,81000.0,127.22601776409925
454,3.0,3.0,116.0,14.0,117.0,2.0,36.0,56000.0,-29.238944739787954
455,3.0,17.0,41.0,10.0,76.0,3.0,27.0,60000.0,-100.33859881100919
456,2.0,11.0,145.0,11.0,99.0,2.0,27.0,47000.0,68.28664588355676
457,4.0,16.0,77.0,17.0,27.0,2.0,24.0,61000.0,-79.67518669097663
458,4.0,4.0,116.0,15.0,123.0,2.0,24.0,77000.0,58.449563756360675
459,3.0,23.0,37.0,10.0,26.0,2.0,24.0,83000.0,-99.40543369694404
460,3.0,6.0,153.0,11.0,165.0,2.0,29.0,67000.0,63.56575354540446
461,4.0,9.0,90.0,16.0,59.0,2.0,25.0,45000.0,-145.31968307793773
462,3.0,7.0,32.0,13.0,96.0,2.0,19.0,51000.0,-272.247554096056
463,3.0,5.0,71.0,15.0,110.0,2.0,26.0,80000.0,-88.51180909377173
464,4.0,35.0,97.0,16.0,96.0,2.0,26.0,52000.0,92.56636036298192
465,4.0,2.0,146.0,13.0,44.0,3.0,28.0,32000.0,-185.63611248453103
466,3.0,4.0,32.0,5.0,106.0,2.0,34.0,82000.0,-128.9626347277008
467,2.0,19.0,160.0,13.0,17.0,3.0,29.0,48000.0,-50.09591799432651
468,2.0,2.0,74.0,9.0,93.0,2.0,35.0,61000.0,-129.24023674029476
469,3.0,19.0,73.0,10.0,154.0,3.0,32.0,110000.0,186.99805551234837
470,3.0,27.0,102.0,16.0,117.0,1.0,26.0,53000.0,112.49185589878924
471,3.0,9.0,107.0,18.0,98.0,2.0,26.0,43000.0,-40.437842521966004
472,1.0,20.0,39.0,6.0,84.0,2.0,32.0,61000.0,-38.86364693405531
473,3.0,1.0,153.0,9.0,149.0,2.0,30.0,34000.0,23.742846758329165
474,3.0,21.0,35.0,11.0,82.0,3.0,31.0,57000.0,-129.16968966458552
475,3.0,5.0,26.0,12.0,154.0,1.0,23.0,52000.0,-150.50800721298313
476,2.0,23.0,88.0,7.0,198.0,2.0,29.0,41000.0,101.58917050862289
477,3.0,16.0,82.0,15.0,57.0,2.0,23.0,37000.0,-44.58429742385951
478,4.0,9.0,107.0,9.0,119.0,2.0,21.0,69000.0,-14.235095679295327
479,3.0,1.0,126.0,17.0,39.0,2.0,30.0,56000.0,-89.76526491253534
480,3.0,5.0,110.0,12.0,56.0,2.0,27.0,115000.0,50.879962573487845
481,3.0,5.0,59.0,14.0,85.0,1.0,31.0,54000.0,-140.19497769101716
482,3.0,13.0,79.0,15.0,103.0,2.0,33.0,93000.0,80.32368162734703
483,3.0,3.0,127.0,8.0,118.0,1.0,21.0,71000.0,36.027750633428155
484,3.0,28.0,132.0,10.0,38.0,2.0,23.0,29000.0,-45.18541727157489
485,3.0,17.0,15.0,7.0,126.0,3.0,22.0,53000.0,-64.60888511712945
486,3.0,17.0,16.0,3.0,97.0,1.0,29.0,68000.0,-99.18984699090673
487,2.0,6.0,133.0,13.0,32.0,1.0,25.0,76000.0,-76.62350393273863
488,3.0,15.0,21.0,16.0,134.0,2.0,30.0,62000.0,-42.03275588045969
489,3.0,17.0,47.0,10.0,88.0,2.0,36.0,29000.0,-196.82660045482106
490,3.0,2.0,95.0,15.0,196.0,1.0,30.0,60000.0,75.76419526294427
491,3.0,17.0,170.0,10.0,31.0,3.0,29.0,31000.0,-82.69173368142962
492,3.0,2.0,63.0,7.0,153.0,2.0,26.0,76000.0,-25.85538745747254
493,3.0,9.0,203.0,10.0,181.0,1.0,27.0,69000.0,165.24909571603138
494,3.0,5.0,96.0,16.0,98.0,1.0,32.0,78000.0,0.6817384385409468
495,3.0,15.0,169.0,8.0,68.0,1.0,19.0,64000.0,138.28460229252212
496,3.0,27.0,52.0,6.0,67.0,1.0,28.0,37000.0,-194.77979218723377
497,3.0,21.0,116.0,10.0,68.0,2.0,33.0,43000.0,-56.01143021016271
498,3.0,11.0,117.0,10.0,66.0,2.0,31.0,61000.0,-27.816516945819018
499,3.0,5.0,127.0,7.0,40.0,2.0,25.0,68000.0,-118.87297186559871
500,3.0,21.0,55.0,7.0,37.0,1.0,36.0,36000.0,-110.74093977003022
501,3.0,17.0,150.0,14.0,74.0,2.0,21.0,62000.0,109.3068012741764
502,2.0,12.0,96.0,13.0,126.0,1.0,30.0,90000.0,91.17987186629544
503,4.0,12.0,71.0,11.0,72.0,1.0,23.0,28000.0,-213.71738279801167
504,3.0,13.0,156.0,16.0,170.0,2.0,37.0,61000.0,199.3838433969749
505,4.0,9.0,127.0,9.0,121.0,3.0,27.0,60000.0,5.1286208689626775
506,3.0,15.0,91.0,17.0,68.0,2.0,33.0,63000.0,39.873407397725586
507,4.0,4.0,119.0,16.0,88.0,2.0,24.0,82000.0,80.24186812812574
508,3.0,3.0,138.0,10.0,133.0,1.0,28.0,29000.0,-27.162456344490124
509,2.0,6.0,133.0,13.0,145.0,2.0,35.0,46000.0,90.5999433741912
510,3.0,32.0,117.0,7.0,141.0,2.0,31.0,44000.0,155.19209807143534
511,2.0,23.0,179.0,16.0,110.0,2.0,26.0,95000.0,306.805119044702
512,4.0,2.0,12.0,13.0,128.0,2.0,25.0,26000.0,-184.8444370454566
513,2.0,14.0,123.0,7.0,38.0,3.0,30.0,71000.0,-168.50957037062045
514,3.0,17.0,219.0,11.0,141.0,2.0,25.0,28000.0,193.62878974735028
515,4.0,7.0,64.0,13.0,120.0,2.0,28.0,72000.0,-77.69423469922899
516,3.0,18.0,162.0,16.0,144.0,3.0,24.0,70000.0,-15.855470936710496
517,2.0,19.0,47.0,8.0,110.0,2.0,23.0,80000.0,78.65060758946629
518,3.0,18.0,93.0,8.0,135.0,3.0,29.0,33000.0,-30.120961978923585
519,3.0,7.0,157.0,7.0,47.0,2.0,34.0,80000.0,-53.93292450989563
520,3.0,9.0,91.0,8.0,79.0,2.0,27.0,66000.0,-98.8235493226785
521,3.0,6.0,96.0,9.0,79.0,2.0,30.0,62000.0,-156.60732645439097
522,3.0,9.0,118.0,5.0,102.0,2.0,27.0,60000.0,14.770814663106837
523,3.0,4.0,41.0,6.0,104.0,2.0,24.0,71000.0,-193.73224652006348
524,4.0,19.0,89.0,11.0,75.0,3.0,32.0,48000.0,29.003363464020694
525,3.0,9.0,92.0,14.0,89.0,2.0,28.0,50000.0,-41.94538871929693
526,3.0,14.0,129.0,4.0,104.0,2.0,30.0,72000.0,74.95649685748585
527,3.0,13.0,152.0,14.0,105.0,2.0,30.0,101000.0,205.79910622584876
528,3.0,26.0,5.0,8.0,138.0,2.0,31.0,65000.0,-5.320938439860216
529,3.0,7.0,72.0,9.0,120.0,1.0,23.0,63000.0,-50.482424569402575
530,4.0,15.0,48.0,16.0,88.0,2.0,26.0,48000.0,-14.53200505318344
531,3.0,12.0,133.0,12.0,112.0,3.0,30.0,105000.0,163.8819871053846
532,3.0,12.0,109.0,7.0,96.0,3.0,21.0,73000.0,33.19620793392843
533,3.0,11.0,43.0,5.0,113.0,2.0,32.0,41000.0,-282.09971880610107
534,4.0,4.0,85.0,8.0,95.0,2.0,25.0,65000.0,-62.17985775087203
535,4.0,21.0,79.0,4.0,75.0,2.0,23.0,93000.0,75.5205497720639
536,3.0,9.0,133.0,14.0,94.0,2.0,27.0,62000.0,35.53331534416864
537,2.0,8.0,143.0,10.0,138.0,1.0,20.0,84000.0,193.1545730216645
538,4.0,21.0,180.0,11.0,132.0,2.0,30.0,86000.0,272.49252403044335
539,3.0,9.0,71.0,9.0,102.0,2.0,23.0,47000.0,-102.71580535075773
540,3.0,21.0,102.0,10.0,125.0,2.0,28.0,64000.0,39.2094668381299
541,4.0,5.0,111.0,13.0,173.0,1.0,36.0,86000.0,129.79524273315994
542,4.0,3.0,138.0,11.0,56.0,2.0,32.0,45000.0,-140.684037405433
543,3.0,8.0,127.0,13.0,109.0,2.0,28.0,76000.0,6.299295993212262
544,3.0,8.0,72.0,9.0,115.0,2.0,26.0,45000.0,-165.4363121253827
545,3.0,24.0,114.0,9.0,186.0,2.0,29.0,95000.0,279.41256825046435
546,2.0,14.0,81.0,5.0,89.0,3.0,31.0,76000.0,2.8141723524849134
547,2.0,14.0,30.0,12.0,157.0,1.0,33.0,34000.0,-106.44292636469814
548,3.0,3.0,159.0,9.0,135.0,2.0,22.0,91000.0,189.61555023728064
549,3.0,8.0,159.0,13.0,84.0,2.0,28.0,40000.0,-18.3659312762747
550,2.0,17.0,134.0,20.0,66.0,2.0,31.0,72000.0,-13.0658190737024
551,2.0,10.0,147.0,15.0,121.0,3.0,31.0,49000.0,87.41027161487163
552,3.0,20.0,68.0,7.0,29.0,2.0,32.0,119000.0,63.41508138166246
553,2.0,20.0,143.0,16.0,98.0,2.0,24.0,49000.0,5.746275752555036
554,4.0,6.0,0.0,17.0,57.0,1.0,30.0,79000.0,-154.19467758913126
555,3.0,9.0,148.0,8.0,178.0,2.0,22.0,55000.0,173.20463811400253
556,3.0,3.0,127.0,11.0,161.0,2.0,29.0,78000.0,89.08912985221599
557,3.0,32.0,114.0,7.0,94.0,3.0,29.0,34000.0,55.4120869916214
558,4.0,15.0,107.0,8.0,100.0,2.0,27.0,46000.0,-17.72485845163552
559,3.0,24.0,80.0,6.0,128.0,3.0,30.0,77000.0,80.1026870327959
560,3.0,11.0,23.0,15.0,87.0,2.0,32.0,41000.0,-174.08434697966308
561,3.0,5.0,71.0,14.0,159.0,2.0,28.0,76000.0,94.04528887197193
562,3.0,10.0,39.0,11.0,1.0,3.0,31.0,60000.0,-184.75004561684892
563,3.0,14.0,144.0,10.0,28.0,1.0,27.0,46000.0,-133.1374413337268
564,3.0,13.0,81.0,10.0,140.0,1.0,27.0,54000.0,-72.024500787287
565,3.0,6.0,223.0,14.0,62.0,2.0,28.0,34000.0,-54.43522941421225
566,3.0,17.0,175.0,12.0,18.0,3.0,24.0,27000.0,-91.52942292088989
567,3.0,15.0,170.0,5.0,91.0,2.0,35.0,35000.0,-192.10733601379624
568,3.0,3.0,126.0,10.0,118.0,2.0,28.0,61000.0,38.755166229041265
569,3.0,19.0,152.0,13.0,47.0,2.0,26.0,55000.0,-25.859208256504424
570,3.0,4.0,68.0,14.0,110.0,2.0,23.0,36000.0,-153.2019893464153
571,3.0,14.0,63.0,9.0,84.0,2.0,21.0,58000.0,-107.90801161063206
572,3.0,9.0,115.0,10.0,111.0,2.0,31.0,93000.0,109.09201390396272
573,3.0,8.0,135.0,15.0,27.0,2.0,28.0,53000.0,-95.62933979115157
574,3.0,20.0,112.0,2.0,71.0,2.0,30.0,65000.0,50.63801880332618
575,3.0,6.0,142.0,9.0,130.0,3.0,31.0,69000.0,-26.36256419344393
576,4.0,22.0,193.0,13.0,8.0,2.0,29.0,61000.0,25.33919548369601
577,3.0,19.0,118.0,7.0,30.0,1.0,37.0,62000.0,-71.71482584729512
578,3.0,31.0,51.0,14.0,226.0,1.0,33.0,70000.0,289.28059833506666
579,2.0,23.0,86.0,12.0,97.0,2.0,27.0,86000.0,112.55594065438751
580,4.0,25.0,161.0,6.0,80.0,2.0,34.0,43000.0,18.264598904488018
581,2.0,9.0,122.0,11.0,118.0,2.0,27.0,32000.0,-73.37878428343885
582,3.0,18.0,108.0,16.0,72.0,1.0,26.0,56000.0,31.290818316095653
583,3.0,5.0,115.0,10.0,136.0,1.0,30.0,83000.0,24.297768884469168
584,3.0,11.0,177.0,14.0,77.0,2.0,31.0,75000.0,138.88913057561558
585,3.0,4.0,141.0,13.0,187.0,1.0,26.0,67000.0,153.0846609571857
586,3.0,20.0,0.0,8.0,114.0,1.0,31.0,46000.0,-90.74902760183103
587,3.0,3.0,111.0,7.0,83.0,3.0,26.0,70000.0,-109.19454913952285
588,3.0,26.0,91.0,5.0,25.0,1.0,29.0,71000.0,-152.54754313074406
589,3.0,5.0,140.0,18.0,32.0,2.0,34.0,80000.0,-32.866440868756364
590,2.0,4.0,16.0,15.0,100.0,2.0,29.0,26000.0,-205.48989143753028
591,3.0,10.0,22.0,14.0,120.0,2.0,29.0,88000.0,-61.82625334690591
592,3.0,17.0,74.0,6.0,172.0,1.0,24.0,54000.0,-127.09801008248853
593,2.0,30.0,49.0,16.0,66.0,1.0,29.0,34000.0,-61.13005889269752
594,3.0,12.0,37.0,12.0,107.0,1.0,23.0,77000.0,-20.691802583096212
595,3.0,1.0,93.0,12.0,74.0,2.0,24.0,31000.0,-355.90890711942353
596,4.0,2.0,157.0,19.0,79.0,2.0,36.0,52000.0,39.833137367844856
597,3.0,12.0,26.0,15.0,43.0,3.0,22.0,72000.0,-46.58524050625607
598,3.0,15.0,3.0,11.0,24.0,2.0,36.0,75000.0,-84.53642705883622
599,3.0,23.0,41.0,9.0,96.0,2.0,25.0,109000.0,128.96456660435922
600,3.0,6.0,51.0,15.0,58.0,1.0,20.0,54000.0,-121.63739390811472
601,3.0,33.0,69.0,15.0,144.0,3.0,27.0,39000.0,16.366229235503056
602,3.0,7.0,62.0,15.0,49.0,2.0,21.0,78000.0,-61.40958713809843
603,3.0,14.0,121.0,8.0,119.0,3.0,29.0,114000.0,27.502089735131825
604,2.0,19.0,23.0,15.0,136.0,2.0,28.0,41000.0,-15.86471773816477
605,3.0,27.0,38.0,5.0,57.0,2.0,32.0,44000.0,-104.75323295542837
606,4.0,8.0,112.0,8.0,71.0,2.0,29.0,66000.0,-64.91546645246977
607,3.0,21.0,80.0,15.0,85.0,2.0,29.0,29000.0,-98.16649087032104
608,4.0,17.0,9.0,9.0,61.0,2.0,26.0,76000.0,-358.57267929112004
609,3.0,2.0,96.0,13.0,139.0,2.0,24.0,88000.0,119.93712531542036
610,3.0,22.0,116.0,16.0,72.0,2.0,30.0,71000.0,93.03774112195006
611,3.0,4.0,74.0,13.0,124.0,3.0,27.0,45000.0,25.402453272995658
612,2.0,8.0,93.0,10.0,106.0,2.0,32.0,65000.0,37.83566962876764
613,3.0,15.0,133.0,9.0,121.0,2.0,26.0,70000.0,78.17245850885561
614,4.0,11.0,86.0,15.0,69.0,3.0,25.0,77000.0,-0.9839662802480724
615,4.0,2.0,31.0,12.0,80.0,1.0,27.0,79000.0,-151.64082358065028
616,3.0,11.0,98.0,15.0,77.0,3.0,32.0,81000.0,66.15793231567093
617,2.0,9.0,97.0,15.0,96.0,3.0,25.0,70000.0,62.95001346399097
618,2.0,27.0,58.0,11.0,89.0,2.0,31.0,61000.0,-26.297178620804303
619,3.0,2.0,24.0,14.0,109.0,2.0,27.0,74000.0,-204.02108680986117
620,2.0,26.0,81.0,7.0,127.0,2.0,31.0,40000.0,-27.191032845356773
621,4.0,8.0,116.0,19.0,150.0,2.0,24.0,67000.0,82.4104900563477
622,3.0,24.0,106.0,18.0,104.0,2.0,24.0,58000.0,111.50170918277954
623,4.0,16.0,134.0,9.0,107.0,3.0,18.0,44000.0,3.966417905201304
624,3.0,18.0,176.0,7.0,100.0,2.0,21.0,58000.0,71.34797046593077
625,2.0,8.0,53.0,10.0,162.0,2.0,28.0,48000.0,-15.864048146256373
626,3.0,9.0,90.0,14.0,79.0,3.0,27.0,48000.0,-200.58123636044493
627,4.0,27.0,41.0,12.0,98.0,1.0,27.0,28000.0,-98.67620529449985
628,4.0,20.0,13.0,12.0,4.0,1.0,24.0,73000.0,-187.38350341755716
629,2.0,7.0,163.0,11.0,179.0,2.0,20.0,66000.0,143.38624781284383
630,2.0,25.0,157.0,12.0,191.0,3.0,29.0,49000.0,268.49722582300313
631,3.0,7.0,31.0,6.0,148.0,2.0,25.0,73000.0,-42.32468997010595
632,3.0,11.0,82.0,3.0,123.0,2.0,37.0,83000.0,10.609131051743695
633,3.0,23.0,106.0,12.0,196.0,3.0,31.0,56000.0,210.41530772203436
634,3.0,2.0,143.0,11.0,104.0,3.0,31.0,28000.0,-93.18768339019711
635,3.0,2.0,173.0,12.0,36.0,1.0,24.0,79000.0,-92.88495228828131
636,2.0,8.0,94.0,9.0,109.0,2.0,32.0,76000.0,-52.77967046405743
637,3.0,13.0,110.0,17.0,20.0,2.0,26.0,80000.0,-6.88046059250672
638,3.0,7.0,217.0,17.0,14.0,2.0,30.0,102000.0,146.83960426822907
